gene_name	qssm	qupm	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L
PGLS	6	4	0.00429548	0.233337	0.407254	0.541207	0.716225	0.751377	0.900792	0.904599	0.910618	1
YY1AP1|GON4L	1	1	0.00608052	0.055668	0.043403	0.080293	0.107198	0.116312	0.183806	0.394994	0.821617	1
RPRD1A	4	2	0	0.0223368	0.0199632	0.0242909	0.0602077	0.0959814	0.310448	0.741307	0.959906	1
NQO1	8	4	0.0175225	0.0402976	0.0717567	0.0766561	0.260218	0.601117	0.908528	0.919102	1.00708	1
LDHA	86	18	0.143671	0.41118	0.631494	0.826063	0.878057	0.895388	0.943322	0.975942	0.984525	1
NDRG2	3	2	0.0167693	0.119104	0.190573	0.367339	0.75993	0.921559	1.07955	1.11006	1.08338	1
EPRS	28	19	0.0201282	0.0458019	0.0617208	0.053818	0.0814065	0.102825	0.149866	0.598695	1.03385	1
ARFGAP1	2	1	0.0172242	0.00583744	0.00851263	0.000752662	0.0399501	0.237395	0.679883	0.940071	1.01927	1
SIRT6	2	2	0.0174689	0.0179209	0.0511029	0.214866	0.565111	0.565765	1.00228	0.920504	0.865908	1
CIAPIN1	6	3	0.0282992	0.041755	0.0612543	0.134445	0.342829	0.717062	0.945917	0.835855	0.974038	1
RASSF5	3	2	0.00358179	0.0293026	0.0770726	0.122953	0.2675	0.511745	0.665202	0.872275	1.04067	1
WDR73	3	2	0.00845438	0.0313741	0.176041	0.362279	0.549205	0.729571	0.844341	0.914513	0.895924	1
FGD3	2	2	0.0052817	0.0185324	0.0587754	0.0335941	0.0610894	0.098484	0.507349	0.831713	0.959438	1
GAB2	4	2	0	0.00866685	0.0208112	0.0298508	0.0561377	0.11054	0.204773	0.437896	0.694647	1
RAB3IL1	4	3	0.0120723	0.0101495	0.0284673	0.0555324	0.32721	0.632722	0.918286	0.985098	0.996768	1
SAE1	32	15	0.00658203	0.0157676	0.0384463	0.0664194	0.328852	0.756971	0.94849	0.935692	0.950785	1
ZFYVE20	1	1	0.00634843	0.0447738	0.240546	0.071817	0.231546	0.227757	0.637086	0.815083	0.932337	1
ISCU	10	7	0.405698	0.533068	0.625161	0.72372	0.91871	1.1049	1.13801	0.976212	1.15149	1
MESDC1	2	2	0.0110737	0.105811	0.149646	0.294907	0.627654	0.824364	0.820885	0.940256	1.02297	1
KBTBD8	2	2	0.128962	0.144193	0.112868	0.193154	0.243158	0.527964	0.982471	0.872179	1.11442	1
SCYL3	2	1	0	0	0.0627536	0.0870246	0.163129	0.610319	0.682988	0.8281	0.84623	1
ARFGEF2	5	5	0.00653655	0.0132286	0.0310411	0.0699754	0.107191	0.243693	0.729434	0.968966	0.990983	1
PCBD2	1	1	0.0629005	0.149366	0.152524	0.471891	0.498779	0.37064	0.719423	1.29148	1.18215	1
ECD	3	3	0.028425	0.0510218	0.0978033	0.129479	0.093693	0.188999	0.408347	0.689335	0.83914	1
DHX35	1	1	0	0	0	0.0668829	0.11366	0.105281	0.574797	0.750799	0.480329	1
CSRP1	10	6	0.691085	0.756573	0.728436	0.742886	0.879449	0.875831	1.03034	0.907208	0.983639	1
DUS2	3	3	0.0149805	0.0548445	0.118147	0.129603	0.317226	0.60599	0.772448	0.941529	1.02051	1
SNRPG	17	4	0.312025	0.419575	0.51802	0.68341	0.82159	0.977259	0.856828	0.894019	0.94224	1
SNRPE	5	2	0.145314	0.259382	0.492956	0.511246	0.725301	0.756187	0.793224	0.771731	0.738483	1
RNF214	3	3	0.0055103	0.0247799	0.0458078	0.0591548	0.0965449	0.13626	0.364773	0.659869	0.905802	1
MBNL1	4	3	0.0750569	0.113919	0.19605	0.339719	0.493662	0.709325	0.844897	0.954192	1.01059	1
EIF2B3	9	7	0.00257524	0.0193689	0.0531192	0.0903398	0.210955	0.50561	0.63264	0.834324	0.944861	1
SF3A1	12	9	0.0126439	0.0766986	0.0741475	0.0889911	0.155758	0.266329	0.355619	1.05385	1.2118	1
CTCF	2	1	0.0643503	0.139436	0.19278	0.424412	0.442483	0.788546	1.11712	1.05444	0.83457	1
HOOK2	1	1	0.0186738	0.0255942	0.0930571	0.126204	0.0806988	0.21567	0.265615	0.609062	0.818061	1
TJP1	12	10	0.0139393	0.0340244	0.0888361	0.110662	0.182927	0.402543	0.768739	0.946703	0.961885	1
SUMO3	2	1	0.152929	0.365304	0.368475	0.513187	0.62132	0.599273	0.586503	0.890752	1.11758	1
DDX46	16	11	0.00844282	0.0236552	0.0518062	0.0625695	0.100197	0.218988	0.708778	1.07299	0.894738	1
AMDHD2	3	3	0	0	0.126387	0.348546	0.771567	0.709664	0.860106	1.03333	0.800525	1
ACOT9	7	4	0.0259963	0.0629129	0.133213	0.260283	0.617199	1.76696	1.54175	0.999514	1.28138	1
HDDC3	3	3	0.0115773	0.119336	0.407468	0.494743	0.590349	0.602093	0.932929	0.766258	0.921398	1
SERGEF	3	3	0.0538185	0.0579613	0.0997925	0.147577	0.352335	0.670185	0.916398	0.850473	0.875106	1
GALK2	15	7	0.0177555	0.0456355	0.261471	0.529136	0.901052	0.935581	0.992225	0.850626	0.86911	1
ZNF93	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCK2	1	1	0.0052486	0.00680796	0.0385631	0.0616156	0.0575672	0.124824	0.485558	0.963026	1.01132	1
CHMP2A	5	4	0.0310449	0.0739614	0.110961	0.30005	0.636792	0.839594	0.925934	0.887843	0.838582	1
DNAJC6	4	2	0.0134682	0.0536627	0.126691	0.179749	0.326946	0.661901	0.694728	0.711356	0.832131	1
DENND4B	2	2	0.0111522	0.0667859	0.0412165	0.0371964	0.1735	0.561736	0.743603	0.919746	0.988334	1
MSN	85	27	0.00425822	0.0145774	0.0240124	0.0302995	0.15439	0.822304	1.04684	1.05384	1.07734	1
AK1	13	5	0.0123552	0.0208291	0.0429078	0.047251	0.1283	0.422152	0.794401	0.848692	0.9164	1
ACSF3	6	5	0.00010952	0.0048613	0.0140585	0.030489	0.0473335	0.163367	0.59817	0.888243	1.15682	1
IRAK4	3	2	0.00220928	0.00759714	0.0131218	0.0105007	0.0195203	0.0310538	0.312706	0.686375	0.945956	1
UCKL1	3	3	0.025849	0.0725773	0.137299	0.187564	0.305874	0.430588	0.680376	0.773183	0.842687	1
PFDN4	5	2	0.204469	0.596907	0.844809	0.92443	1.02232	1.09037	1.21917	1.1513	1.01845	1
SMG8	3	2	0	0	0	0.00983056	0.013961	0.0331499	0.304202	0.935241	1.05881	1
MAP4	58	28	0.247891	0.238887	0.323392	0.442222	0.580515	0.819265	0.871284	0.998607	0.998992	1
RPUSD2	10	6	0.0192221	0.0333449	0.075685	0.323224	0.729281	0.715165	0.984847	1.10034	0.990975	1
IGF2BP2	1	1	0.00988761	0.079821	0.114524	0.144107	0.207404	0.286233	0.664735	1.05525	1.28528	1
CMPK1	7	4	0.0127669	0.0245472	0.0269085	0.0474269	0.195437	0.609013	0.923277	0.946947	1.04191	1
EIF2AK4	8	5	0.0184232	0.0424104	0.0382186	0.0550441	0.0595318	0.0878072	0.503621	0.827896	0.900482	1
HOOK3	2	2	0.0446939	0.0722102	0.133983	0.14458	0.342071	0.438536	0.555163	0.819791	0.921677	1
VPS35	32	13	0.0144057	0.023856	0.0440232	0.0498117	0.449773	0.909236	1.07332	1.11091	1.04324	1
PMS2	1	1	0.0750264	0.207171	0.0892989	0.0868327	0.312306	0.298662	0.179819	0.46728	0.728235	1
PTPN1	2	2	0.00768992	0.0529193	0.120755	0.138764	0.208299	0.231941	0.634804	0.920623	0.902251	1
DUT	2	1	0.0336026	0.0782014	0.164763	0.236052	0.48943	0.678525	1.05371	1.17462	0.980701	1
CIC	1	1	0	0	0	0.0870079	0.0621137	0.266174	0.359722	0.610255	0.746011	1
UBLCP1	10	4	0.0104581	0.0201544	0.0320006	0.0355213	0.0593559	0.385283	0.835933	0.837324	0.911487	1
AKR1B1	6	3	0.0160291	0.0320972	0.108914	0.447545	0.850765	0.907918	1.01078	0.934106	1.07077	1
SIRT1	2	2	0.0431754	0.0669289	0.107566	0.168273	0.275175	0.600037	0.72852	0.97028	0.907063	1
TGFBRAP1	2	2	0.0486267	0.0823111	0.100694	0.151819	0.204203	0.296255	0.64393	1.0175	0.975043	1
SMARCA5	5	4	0.0288016	0.0268151	0.0348911	0.0350105	0.0531747	0.097006	0.258489	0.971932	0.951661	1
NA	1	1	0	0	0.198386	0.106227	0.166988	0.365866	0.666129	0.610842	0.924903	1
UCHL5	12	8	0.00786291	0.0450413	0.0772716	0.0786792	0.145025	0.273084	0.679811	1.01683	1.06873	1
ATP6V1D	13	6	0.232354	0.562538	1.00413	1.18266	1.23921	1.1164	1.15436	1.05398	1.02257	1
C2orf76	1	1	0	0.0214622	0.104885	0.280835	0.195207	0.29917	0.661501	0.519478	0.718065	1
LRRC14	3	3	0.0669517	0.0778964	0.139987	0.132423	0.186779	0.195203	0.431039	0.740353	0.975132	1
RPL30	3	2	0.179736	0.868195	0.814659	1.61623	0.392462	0.814157	0.83538	0.87004	1.13153	1
RAB3GAP1	14	11	0.0145831	0.0362414	0.0673296	0.0853083	0.107502	0.133628	0.410026	0.936691	0.962779	1
SETDB1	6	6	0.00922624	0.025399	0.0443524	0.0487897	0.0438498	0.100573	0.274958	0.684235	0.873848	1
KARS	14	7	0.00516635	0.0194167	0.0363691	0.117674	0.688328	1.16512	0.794973	1.09969	1.21282	1
CHUK	3	3	0.00495876	0.0151995	0.0223692	0.0273543	0.049296	0.0568005	0.178779	0.631576	0.897869	1
FYB	5	5	0.0264232	0.045183	0.039854	0.0388665	0.0832661	0.18138	0.610662	0.925326	0.958487	1
LSM1	7	5	0.414762	0.766161	0.786629	0.80737	1.05433	1.04171	1.08107	0.995199	1.06149	1
PFKFB3	6	4	0.00540114	0.0541016	0.0898052	0.10982	0.378432	0.733541	0.915623	0.868742	0.856033	1
CNPY3	4	3	1.05171	1.27135	1.14842	1.25684	1.45186	1.35427	1.2901	0.982332	0.879366	1
TLN1	125	57	0.00868755	0.0223662	0.038554	0.0565266	0.0872652	0.30575	0.842604	0.998107	1.00977	1
KIF3A	2	2	0.0218913	0.0214416	0.0388426	0.0538924	0.0665527	0.218617	0.565977	0.869353	0.852406	1
YPEL5	2	2	0.0116478	0.0185572	0.0350064	0.0296192	0.147389	0.703944	0.960878	1.211	1.22452	1
PRMT9	5	5	0.00386006	0.0227193	0.0639271	0.0461901	0.179359	0.612032	0.871011	0.889894	1.0004	1
AGO3	2	2	0.0335823	0.212794	0.116476	0.249313	0.39066	0.437229	0.629306	0.759131	0.861352	1
PTPN12	8	7	0.0125496	0.0154292	0.0277993	0.041589	0.0874933	0.23403	0.682636	0.873247	0.938921	1
CCDC28A	1	1	0	0.110869	0.251975	0.445404	0.318346	0.76795	0.861488	0.835565	0.527572	1
FAM98C	1	1	0	0.0227519	0.0504899	0.0410998	0.10253	0.452213	1.01346	1.14751	1.0507	1
ROCK1	17	14	0.0122289	0.029909	0.0563556	0.0628372	0.103894	0.312509	0.790759	1.02065	0.980083	1
NFATC2	1	1	0	0	0	0	0.0439184	0	0.332644	0.788141	0.672597	1
GMPR	6	5	0.704796	0.762506	0.843677	0.962116	0.992143	1.00538	1.01199	1.04202	1.1661	1
DLST	7	4	2.73683	3.83564	3.92822	4.36978	3.792	2.16	1.32051	0.831477	1.05596	1
DPP3	27	16	0.0103817	0.0221076	0.0411737	0.0675756	0.243178	0.676116	1.00922	0.978112	0.97963	1
INTS9	5	5	0.00442973	0.0180598	0.0422754	0.179346	0.836163	0.905694	0.802929	0.980353	0.969756	1
OXNAD1	10	6	0.0225378	0.0381211	0.0387078	0.160484	0.694282	1.15476	1.24696	0.933567	1.11305	1
ZNF598	5	4	0.0276268	0.126141	0.137797	0.159821	0.182158	0.389356	0.63482	0.817356	0.884673	1
PREPL	6	4	0.00545167	0.00960469	0.0237304	0.0659481	0.417926	0.660085	0.927568	0.933876	1.03101	1
HSD17B4	8	6	0.0251621	0.035504	0.150544	0.328414	0.695231	0.94148	0.938736	0.8776	0.834424	1
NCOA3	1	1	0	0	0	0	0	0.0435319	0.50381	1.0662	1.09543	1
KLHL22	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BID	6	4	0.109991	0.317891	0.278663	0.340845	0.430342	0.472986	0.816814	0.792649	1.06393	1
CD55	2	2	0.0489664	0.0836836	0.125618	0.244896	0.296029	0.663272	0.665953	0.728149	1.00795	1
RPS3	10	6	0.0731409	0.219617	0.474203	1.27808	1.02344	1.75882	1.33976	1.21087	1.13316	1
GTF3C4	4	3	0.00794441	0.0427631	0.0864251	0.106418	0.321363	0.793383	1.02729	1.0173	0.973839	1
ACAT1	23	11	0.0101304	0.0375184	0.216663	0.784567	1.18456	1.24883	1.14234	0.846182	1.01644	1
EPPK1	17	14	0.00754534	0.0199765	0.0303693	0.0337564	0.0432142	0.0552756	0.0742547	0.0904394	0.460167	1
RWDD4	1	1	0.00875578	0.0293198	0.08935	0.1535	0.215195	0.314378	0.450416	0.61581	0.785686	1
EMC8	1	1	0	0.00855586	0.0374908	0.0654814	0.224188	0.144738	0.172624	0.299034	0.620892	1
MTHFD1	58	24	0.010655	0.0288087	0.0742647	0.343058	0.688189	0.844442	0.972475	0.92515	1.15867	1
SYAP1	13	8	0.00557747	0.0218233	0.0432989	0.0926336	0.335662	0.638352	0.826426	0.821198	0.889906	1
ATPAF1	7	3	0	0.0203105	0.0464695	0.13694	0.608766	0.829622	0.955071	0.744412	1.00752	1
NAA11	1	1	0.0172337	0.00547925	0.0404069	0.0481955	0.279593	0.697532	0.994202	1.18566	1.17245	1
LRPAP1	7	6	0.490073	0.579784	0.59987	0.876553	0.977024	0.885062	1.00968	0.940845	1.05342	1
CCDC86	1	1	0	0	0.136392	0.575328	0.274657	0.772891	0.671518	0.85167	0.586081	1
USP22	4	2	0.00252939	0.00528567	0.0265101	0.0221404	0.0967464	0.209055	0.482677	0.806984	0.912234	1
RNF220	3	2	0.0041731	0.0555758	0.0683981	0.0966177	0.311055	0.775378	0.82362	0.726764	0.625327	1
BLVRA	15	7	0.00944314	0.0278172	0.0457301	0.0802744	0.3815	0.698799	0.905967	0.857016	0.924449	1
KTN1	4	4	0.117461	0.188083	0.332567	0.445766	0.591245	0.931086	0.908065	1.30294	1.07107	1
CSTF1	9	4	0.00691956	0.0641843	0.236838	0.371409	0.912267	1.35942	1.02144	0.936462	0.900256	1
DHX38	11	9	0.00316303	0.0231977	0.0489033	0.0575155	0.199297	0.479288	0.651741	0.888142	0.948274	1
NUP205	17	15	0.0135749	0.0309713	0.060764	0.0577189	0.0930312	0.261191	0.692681	1.0333	1.01048	1
APPBP2	1	1	0	0.0542783	0.128184	0.174667	0.44506	0.519783	0.595309	0.564346	0.681665	1
ANKS1A	5	5	0.0048196	0.0434285	0.129439	0.136358	0.127044	0.259771	0.306064	0.525469	0.858382	1
INF2	2	2	0.0126015	0.0592229	0.0426252	0.118534	0.149163	0.11227	0.33067	0.73399	0.904318	1
TTC7B	1	1	0	0	0.410615	0.229409	1.38441	0.944148	0.909657	0.839169	0	1
FMNL1	7	6	0.0262372	0.0926433	0.105644	0.0963683	0.125638	0.134846	0.136347	0.183421	0.881045	1
RTCB	12	5	0.0067404	0.0281376	0.259117	0.372823	0.488607	0.662008	0.91014	0.898258	0.872912	1
NA	2	2	0.022099	0.05716	0.120268	0.127612	0.349775	0.558453	0.80725	0.870506	0.954384	1
PPP6R3	19	10	0.0199161	0.0362886	0.158122	0.52447	0.744277	1.08976	0.971212	1.03072	1.01514	1
PPP2R5C	3	2	0.00574839	0.0141797	0.0425878	0.104508	0.146302	0.496211	0.933434	1.08117	0.856018	1
AP1S2	2	1	0.072035	0	0.196612	0.14785	0.127767	0.599867	0.645897	0.979088	0.827092	1
OXLD1	1	1	0.113117	0.259664	0.330924	0.434034	0.605187	0.736948	0.656292	0.847009	0.825403	1
GTF2I	16	11	0.008168	0.0169215	0.0339606	0.0366386	0.0415609	0.0584851	0.066681	0.335599	0.874322	1
EIF4G2	8	6	0.0113715	0.0327917	0.0442284	0.0452926	0.0546972	0.0711153	0.121896	0.442822	0.855209	1
RPP38	2	2	0.0169269	0.0517296	0.102572	0.150064	0.320871	0.712503	0.614588	0.817069	0.843882	1
PSMB1	10	5	0.82545	1.02253	0.90245	0.851594	0.674038	0.990556	0.724539	0.733073	1.16357	1
PCBP2	7	2	0	0.003272	0.00884535	0.0108578	0.0386825	0.134198	0.478666	0.760013	0.89582	1
PCBP1	17	5	0.00479167	0.0147963	0.0313137	0.0494456	0.1243	0.29457	0.644303	0.830346	0.876085	1
WASL	3	3	0.00761651	0.025125	0.0319358	0.0795064	0.263728	0.667451	0.949803	1.02363	0.975013	1
TTF1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHTF8	3	2	0.326462	0.319631	0.298841	0.353954	0.441704	0.631003	0.714691	0.834136	1.18124	1
PPP2CB	3	2	0.00760051	0.159605	0.465784	0.706072	1.06061	1.09933	1.20822	1.15619	1.1159	1
PSMD3	34	17	0.0116772	0.0307228	0.092649	0.283219	0.46268	0.811804	0.970437	1.0522	1.00704	1
ZC3H15	13	8	0.0547936	0.0607836	0.16482	0.278337	0.535686	0.717012	1.05029	1.06465	0.939864	1
HNRNPD	15	6	0.155141	0.198166	0.375523	0.560181	0.883668	1.2028	1.15262	0.92818	0.913522	1
CYCS	20	7	0.291157	0.748367	0.927024	1.0649	1.15197	1.1597	1.19947	1.01691	1.0426	1
EIF3I	17	10	0.00604328	0.0153523	0.0333471	0.0480555	0.0676268	0.132671	0.367798	0.634762	0.854171	1
TGM2	31	14	0.0100489	0.0239621	0.0539435	0.127808	0.509968	0.841505	0.982401	0.98452	1.00073	1
HMCES	5	2	0.00188331	0.0132425	0.0297606	0.0290977	0.0348983	0.0870493	0.24822	0.483039	0.910965	1
ASNA1	1	1	0	0.110867	0.486036	0.568041	0.635384	1.11559	0.835144	0.880289	0.75415	1
ZNF8|RANBP3	6	3	0.0675857	0.225055	0.471499	0.707024	1.00336	1.06137	1.06532	0.865205	0.881361	1
BSDC1	3	2	0.0955032	0.132859	0.192682	0.281628	0.578495	0.774802	0.848021	0.849793	0.854286	1
RBM22	6	4	0.00649796	0.0337946	0.0289275	0.0455602	0.111599	0.408052	0.858995	0.932695	1.07943	1
APIP	15	10	0.643897	0.831151	0.773692	0.77759	0.963427	1.00729	1.03301	1.00821	1.05462	1
MASTL	1	1	0	0	0	0.25922	0.356087	0.525005	0.458859	0.717891	0.933665	1
PFKP	34	19	0.358239	0.629633	0.690581	0.731414	0.848681	0.982115	0.963381	0.958422	0.968771	1
MTO1	5	3	0.0109318	0.0291689	0.0738003	0.081283	0.150886	0.290492	0.807806	0.917684	1.21688	1
SUGT1	16	9	0.00835634	0.0225125	0.0473783	0.115734	0.427662	0.653862	0.845131	0.866434	0.9996	1
YARS2	8	5	0.0126307	0.0543743	0.0741118	0.103338	0.158534	0.298681	0.325757	0.592348	1.01758	1
WAS	9	6	0.0106495	0.0319588	0.0335043	0.0659663	0.138034	0.22248	0.49889	0.769201	0.872079	1
NTAN1	2	1	0.0208291	0.0568042	0.103972	0.159732	0.199029	0.444191	0.607652	0.829293	0.932122	1
ISOC2	4	2	0.167369	0.49573	1.09951	1.36143	1.63394	1.47087	1.4447	1.13714	1.17109	1
ATG4B	4	2	0	0.00286465	0.0252093	0.0484477	0.0575756	0.130933	0.561965	0.89645	1.0208	1
STAM2	6	3	0.00420995	0.00907485	0.0270015	0.0421457	0.0999804	0.472132	0.835095	0.918861	0.968387	1
RBBP9	1	1	0.0292997	0.238038	0.127368	0.403539	0.371449	0.729083	0.551277	0.516	0.787616	1
SCO1	1	1	0.100549	0.127266	0.189927	0.190893	0.398366	0.646337	0.757725	0.644676	0.980769	1
PLBD1	4	2	0.233233	0.430199	0.506342	0.658037	0.740908	0.888942	0.917604	0.897538	1.10855	1
HNRNPH1	9	5	0.00435563	0.0386009	0.0717983	0.0677932	0.0890626	0.126742	0.32853	0.765004	0.956843	1
HNRNPH3	3	2	0.0123239	0.0536792	0.0488831	0.0397491	0.0628568	0.0835983	0.234019	0.772999	1.06692	1
SFN	1	1	0	0.0664037	0.101064	0.205706	0.552822	0.877558	1.11206	1.12904	1.2055	1
YWHAB	17	9	0.0094565	0.0191226	0.0419638	0.114519	0.693566	0.967827	1.03765	0.926443	0.960539	1
NUP93	15	9	0.00696046	0.0336042	0.0380272	0.0433146	0.0559509	0.133165	0.385842	0.762927	0.942406	1
S100A11	12	4	0.0170089	0.131793	0.37993	0.576523	0.803329	0.963267	1.03485	1.02926	1.04267	1
STIP1	76	31	0.0614357	0.0920375	0.18022	0.340356	0.474138	0.998103	1.23965	1.09096	1.04046	1
NUFIP2	1	1	0.140371	0.154788	0.147066	0.387013	0.596097	0.500264	0.644836	0.821467	0.940394	1
APITD1	3	3	0.00570809	0.0262003	0.053807	0.0782915	0.173366	0.627497	1.06294	1.02643	1.02256	1
PSMC3	2	2	0	0.0301726	0.1146	0.244004	0.467732	0.813844	0.923126	0.95638	0.912849	1
TNNC2	1	1	0	0	0.158564	0.275987	0.837419	0.983649	0.843155	0.64677	1.13097	1
NUDT3	3	2	0.0102265	0.0582448	0.375326	0.661556	0.89446	0.875436	1.03945	0.955386	0.964671	1
MBD3	1	1	0.015569	0.0296228	0.0342544	0.0665635	0.1033	0.223288	0.337557	0.795502	0.895624	1
NME1	1	1	0.393869	0.263106	0.490565	0.503055	0.618573	0.90057	0.889381	0.491898	1.093	1
CTNNBIP1	1	1	0.0194726	0.192147	0.176883	0.3412	0.403718	0.688448	0.728057	0.805273	0.79849	1
CSNK2A1	13	8	0.0124955	0.029297	0.0753904	0.213149	0.409722	0.543702	0.664876	0.815236	0.919001	1
PAFAH1B2	2	2	0.0201496	0.0352281	0.0383763	0.0353643	0.0932407	0.269342	0.669237	0.871314	1.00673	1
COPB1	40	21	0.007339	0.0298153	0.0428367	0.0649443	0.261092	0.704242	0.951757	1.00994	0.947913	1
PSAP	22	9	0.347146	0.690839	0.74985	0.69784	0.901723	1.10753	1.00502	0.803478	0.906947	1
PRKCD	8	6	0.0148456	0.0152221	0.0233058	0.0540133	0.307108	0.60971	0.787037	0.856509	0.885049	1
TMPO	3	3	0.161147	0.31052	0.358719	0.541331	0.477394	0.85024	0.822349	0.871537	0.981561	1
TMPO	11	8	0.0216565	0.0767427	0.109502	0.139546	0.214724	0.373631	1.18893	2.28503	1.16599	1
DMD	8	8	0.020661	0.0442116	0.0837617	0.140808	0.26711	0.607707	0.797722	0.934229	0.968428	1
PCNT	2	2	0.0786108	0.228074	0.188152	0.219638	0.37574	0.534155	0.512473	0.638169	0.846965	1
YEATS4	2	2	0.0327434	0.0903357	0.195641	0.257899	0.915791	1.77616	1.52922	0.890445	0.892838	1
RXRA|RXRG	1	1	0	0	0	0.0271273	0.0789727	0.0908058	0.29334	0.89108	0.914951	1
ARCN1	21	12	0.00662876	0.0154237	0.0342595	0.0526951	0.299655	0.752753	0.955528	1.03807	0.949133	1
LUZP1	1	1	0.0912752	0.0930649	0.163227	0.17563	0.309403	0.404406	0.537833	0.637965	0.698146	1
LSS	1	1	0.0128871	0.0509962	0.0486465	0.113197	0.246343	0.535754	0.752774	0.89269	0.823326	1
IMPA1	17	10	0.725225	0.848743	0.867798	0.8937	0.964224	0.940537	1.05725	0.974232	1.02361	1
RUFY3	3	2	0	0	0.0116925	0.0351833	0.11394	0.297802	0.702116	0.833395	0.821158	1
LUC7L2	10	6	0.0110007	0.022586	0.0226061	0.0373255	0.0769773	0.290403	0.787902	0.936213	0.981256	1
ATP2A1|ATP2A2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FLT3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBRS	1	1	0.0438915	0.0751135	0.0900126	0.0543258	0.122663	0.31144	0.488181	0.847245	1.04813	1
SMARCC2	7	5	0.00422568	0.0149996	0.025492	0.0326188	0.044366	0.0613963	0.255989	0.852074	0.989239	1
MAP1A	6	6	0.0127004	0.0352905	0.0886047	0.12898	0.283556	0.618373	0.734095	0.94293	0.936701	1
TUBA4A	5	3	0.108525	0.114999	0.205165	0.320471	0.509462	0.523564	0.874048	1.16868	1.15555	1
ARID1B	1	1	0.0541643	0.101213	0.128904	0.142251	0.17689	0.211253	0.294871	0.838847	1.04881	1
NUTF2	3	2	0.310121	0.661587	0.818311	0.858874	0.90882	1.05319	0.954075	0.992736	0.960461	1
HNRNPK	15	8	0.00792875	0.0120896	0.028526	0.0373259	0.0988316	0.327321	0.873711	1.06245	0.994631	1
DEF6	13	10	0.00659764	0.0124312	0.0301392	0.033059	0.0453495	0.0799279	0.128767	0.620263	0.911862	1
COX5A	2	1	0.205068	0.334024	0.302113	0.440602	0.598099	0.738344	0.976255	0.927908	1.20748	1
ARGLU1	2	2	0.345273	0.120821	0.113325	0.206683	0.313632	0.378259	0.479333	0.748058	0.644638	1
RAB11FIP1	1	1	0.112541	0.183161	0.200009	0.201392	0.395541	0.747325	0.885662	0.96637	0.985166	1
UBE3C	6	5	0.031097	0.0502671	0.0927805	0.0957222	0.172062	0.671275	1.00582	0.974513	0.953519	1
GPHN	12	7	0.0308531	0.169534	0.476883	0.60317	0.726213	0.900075	0.838726	0.909682	0.899037	1
ACSL4	2	2	0	0	0.0177814	0.00935552	0.0643407	0.0997578	0.176628	0.489767	0.849472	1
UROD	39	12	0.0685177	0.379034	0.528596	0.679095	0.771175	0.824204	0.878096	0.918211	0.93195	1
PPP1R10	1	1	0.0227708	0.0230835	0.0734699	0.0923389	0.215414	0.323405	0.437819	0.662384	0.806922	1
NUDT21	12	4	0.00985621	0.0277933	0.139433	0.462092	0.750041	0.823085	0.842465	0.815123	0.942783	1
MINK1	1	1	0	0.00961135	0.0562297	0.0316088	0.106044	0.303253	0.578524	0.816741	0.903653	1
ARHGEF18	1	1	0.0339075	0.0788761	0.0127228	0.05673	0.132309	0.263838	0.395797	0.784714	0.735194	1
PMM2	8	4	0.0263784	0.103107	0.259263	0.474646	0.812517	0.959207	0.928254	0.806994	0.833892	1
RBM8A	2	1	0.0630276	0.152248	0.119232	0.105603	0.347204	0.926273	0.903544	0.679838	0.715845	1
CDC42BPB	4	4	0.0387486	0.0489611	0.0539177	0.110371	0.150979	0.446403	0.745508	0.899869	0.995715	1
CORO1C	28	15	0.0154516	0.0312711	0.0551666	0.0893005	0.376649	0.841768	1.00668	1.01797	0.995149	1
CIZ1	1	1	0	0.0763679	0.175665	0.270721	0.505385	0.556681	0.576811	0.797275	0.785555	1
DCP2	3	3	0	0	0.00897768	0.0292425	0.0421206	0.154329	0.46746	0.869474	0.995754	1
CCDC150	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAPK9	1	1	0.032278	0.0298315	0.14445	0.0973825	0.260152	0.405667	0.681042	0.835706	0.835553	1
MAP2K4	2	2	0	0	0.00525221	0.0182401	0.0783786	0.548578	0.917568	0.921387	1.08331	1
MAPK8	1	1	0.000743624	0.0207581	0.0174307	0.00585203	0.00774193	0.0207472	0.332566	0.789615	0.975973	1
CIT	18	14	0.0335123	0.0708427	0.0949767	0.101158	0.124949	0.361275	0.688946	1.10142	0.992408	1
COPE	11	7	0.0274898	0.0589446	0.101412	0.137444	0.332695	0.674941	0.812717	0.868465	0.921081	1
RTN4	4	2	0.0439871	0.220968	0.347392	0.367717	0.24309	0.275188	0.537909	1.10685	1.1435	1
PLEKHF2	1	1	0	0.0393384	0.153984	0.259985	0.401748	0.542828	0.673721	0.975126	1.01111	1
