gene_name	qssm	qupm	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L
CNRIP1	1	1	0.0777924	0.156868	0.249116	0.358387	0.853857	1.1222	1.14365	1.21727	1.08392	1
EDC3	2	2	0.0820976	0.0967587	0.0998434	0.127251	0.188003	0.248726	0.481768	0.856014	1.00701	1
SERPINH1	36	11	0.0550735	0.0516684	0.0956021	0.175082	0.593724	0.81818	0.857916	1.0703	1.08397	1
SERPINB9	40	11	0.0314613	0.049748	0.276355	0.757549	0.992002	1.04081	1.12457	1.22729	1.11141	1
LSM4	3	2	1.37707	1.48627	1.55904	1.69729	1.63668	1.54898	1.26522	1.22261	1.03413	1
MCTS1	20	6	0.0236941	0.0660637	0.349019	0.604703	0.830852	0.834764	1.10263	1.27543	1.2135	1
PABPC1	9	5	0.0683598	0.0773266	0.128327	0.131743	0.20245	0.554649	0.890527	1.11058	1.03961	1
AZIN1	1	1	0.246079	0.309657	0.349446	0.498053	0.841309	0.639432	0.718422	1.09484	1.03539	1
FAM175B	8	5	0.107486	0.427623	0.552519	0.803692	0.983016	0.929614	0.965766	1.13794	1.12368	1
SEPT2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAD2L1BP	2	2	0.0181177	0.032974	0.0757981	0.153153	0.340042	0.438809	0.538969	0.995585	1.14558	1
USP5	28	12	0.0105691	0.0245233	0.0516034	0.147887	0.382084	0.72357	1.00665	1.25882	1.12709	1
ARPC1B	13	8	0.0355806	0.142435	0.40064	0.519232	0.733781	0.85964	1.09319	1.17327	1.10284	1
ARPC2	26	15	0.0352172	0.168279	0.464172	0.687819	0.91075	1.08411	1.17759	1.15979	1.09362	1
ARPC3	9	5	0.0409066	0.113771	0.37594	0.672724	0.959237	1.09284	1.19484	1.14323	1.15545	1
CBX5	3	3	0.0335653	0.0548724	0.0602479	0.0906239	0.14859	0.606217	1.06657	1.2457	1.108	1
OGT	4	4	0.0058519	0.0131802	0.0291054	0.0393681	0.0866533	0.509578	0.838303	1.07398	1.00625	1
RPL27A	1	1	0.0937028	0.243236	0.410218	0.80059	0.537368	0.811586	0.78321	1.25644	1.21399	1
GCDH	15	7	0.0733232	0.257462	0.785799	1.31914	1.42546	1.47847	1.32332	1.36945	1.14749	1
GMIP	4	4	0.0260846	0.0262784	0.0330467	0.0497743	0.0714254	0.158159	0.499224	1.01946	1.14111	1
ARAF	15	7	0.0500687	0.06256	0.0901285	0.116934	0.151954	0.240004	0.609691	0.958745	1.0026	1
ADRM1	8	4	0.0490933	0.0636906	0.0596512	0.0943696	0.27296	0.699194	0.790825	1.04392	0.98136	1
PRPF4	13	11	0.0609236	0.0769696	0.101435	0.15455	0.439183	1.04349	2.36799	1.97896	1.22226	1
PHGDH	107	24	0.0364023	0.0895318	0.531079	0.81396	0.977616	0.956696	1.03037	1.24431	1.17487	1
ANKHD1	1	1	0.0459466	0.0488272	0.0618775	0.0632878	0.0823567	0.108765	0.149966	0.377493	0.737842	1
LMTK2	1	1	0.110118	0.223004	0.422537	0.516146	0.836294	0.90094	0.93614	1.24975	1.08705	1
UNC119B	2	2	0.108318	0.150021	0.176553	0.164157	0.313598	0.411882	0.641918	0.976776	1.16372	1
SF3B2	17	9	0.0519244	0.0506902	0.0775496	0.121031	0.271971	0.524176	0.703445	1.02566	1.19939	1
OR7D2|OS9	1	1	0.751865	0.739709	0.963989	1.22082	0.742641	0.741793	0.813292	1.35987	1.04198	1
UBE2I	2	1	0.0186519	0.0406394	0.0418227	0.0932516	0.481483	0.885723	1.10011	1.26814	1.23264	1
SUPT4H1	6	2	0.0439705	0.0573463	0.100434	0.157511	0.229506	0.481278	0.995682	1.22972	1.50177	1
ACP2	2	1	0.0901409	0.150819	0.498759	0.755967	0.697813	0.91096	1.01874	1.08115	1.02797	1
EXOC1	11	9	0.0104811	0.0152856	0.0297346	0.0322967	0.0447442	0.0503443	0.410669	0.931584	1.02011	1
DYNC1I2	4	3	0.0063568	0.0555509	0.268913	0.566258	0.674828	0.850424	0.9153	1.15503	1.11866	1
PIK3R1	13	9	0.016657	0.0278929	0.0522954	0.101438	0.165652	0.5496	0.861666	1.09248	1.09432	1
ACAD8	3	2	0.214413	0.252355	0.391024	0.924399	1.32496	1.35594	1.13865	1.28103	1.09252	1
ULK3	3	3	0.000310049	0.00748367	0.0124999	0.0296622	0.0965713	0.350392	0.769483	1.12605	1.05983	1
TTC5	1	1	0.0183175	0.0276708	0.0368821	0.0329317	0.0424387	0.0684823	0.222635	0.625901	0.864601	1
ZNF672	7	5	0.0662491	0.0675133	0.12881	0.201791	0.287263	0.479112	0.727111	1.19597	1.11446	1
MRPS10	2	2	0.033105	0.0575814	0.0997198	0.130506	0.171682	0.778918	0.683336	1.11853	1.01236	1
MRPS25	1	1	0.0367907	0.10354	0.161775	0.262296	0.28801	0.622809	0.726474	0.743128	0.872457	1
EIF4A3	21	7	0.0181923	0.0359143	0.117624	0.151911	0.702876	1.119	1.1985	1.08983	0.98517	1
NADSYN1	8	5	0.101649	0.239341	0.638687	0.847183	0.830403	0.930027	0.930649	1.04918	1.01158	1
ABHD10	19	6	0.082651	0.843913	1.60942	1.74734	1.64234	1.35567	1.20043	1.3536	1.19663	1
PDHA2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EDF1	7	3	0.618278	1.27832	0.531329	0.654625	0.972539	0.830125	1.13686	1.30352	1.37704	1
RAP1GDS1	20	10	0.0366061	0.0508028	0.0835745	0.0939429	0.264142	0.2906	0.890457	1.04761	0.973766	1
HAUS2	1	1	0.0021323	0.00104285	0.00702288	0.0139118	0	0.0140352	0.110272	0.878228	0.896926	1
NLE1	3	2	0.0855277	0.198208	0.335164	0.498422	0.623791	0.721377	0.905835	1.19728	1.18267	1
GNA11|GNA14|GNAQ	2	1	0	0.0199631	0.0434805	0.346507	0.203767	0.860518	0.957551	1.09913	0.988132	1
PDE12	9	6	0.0307471	0.0599508	0.128297	0.175632	0.59162	0.85162	0.979504	1.15227	1.0249	1
CMC1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KRT17	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TBC1D10A	3	3	0	0.0131307	0.0539126	0.0647793	0.109487	0.161622	0.718666	0.997419	0.989714	1
LRPPRC	91	41	0.0135554	0.0246142	0.0393212	0.0444482	0.0575618	0.0619034	0.331646	1.37294	1.3107	1
ATR	4	4	0.0955551	0.0706971	0.184981	0.166305	0.242286	0.540452	0.650869	0.930001	0.921054	1
PRKAR2A	23	10	0.0261861	0.0530101	0.065653	0.178524	0.528183	0.651064	0.835152	1.15978	1.13869	1
NUMA1	24	20	0.0450841	0.0584557	0.09741	0.114847	0.130302	0.331901	0.502566	0.905934	0.932852	1
COL6A3	1	1	0	0.182746	1.61915	1.44766	0.733409	1.40066	0.9934	0.942876	1.09011	1
RPE	4	3	0.0975997	0.225641	0.428289	0.675783	1.0363	1.00695	1.13887	1.22449	1.1587	1
SFR1	1	1	0	0.0201219	0.0232981	0.0991299	0.0711241	0.268089	0.676021	1.17742	1.29663	1
SECISBP2	1	1	0.295757	0.984519	1.42356	1.23107	1.38422	1.23732	1.01759	1.15185	1.04952	1
KIAA1143	7	2	0.508691	0.674319	0.725026	0.973772	0.755145	0.947135	0.939929	1.16308	1.13976	1
CDC73	9	7	0.0165658	0.0191494	0.0292263	0.0394481	0.0415542	0.0690998	0.131007	0.770905	1.02128	1
SPECC1	1	1	0.193622	0.3427	0.472953	0.569403	0.58159	0.721343	0.932895	1.16157	1.15471	1
DTD1	6	3	0.55496	0.564475	0.753109	0.842417	0.885277	0.95379	0.909963	1.07024	0.993621	1
NSUN6	9	5	0.0700734	0.075211	0.105859	0.159299	0.403975	0.631366	0.900482	1.13147	1.10415	1
TBCK	2	2	0.0246504	0.0300384	0.0223914	0.0574042	0.0480667	0.132141	0.823592	1.0119	1.06788	1
DARS2	19	10	0.0293522	0.104967	0.340176	0.733036	0.99378	1.13693	1.09028	1.21077	1.23367	1
RPS6KA3	32	14	0.0187626	0.0292604	0.0494077	0.0822108	0.130528	0.568824	0.980648	1.16076	1.21294	1
CDR2L	1	1	0.0854069	0	0.34345	0.50651	0.723285	0.872714	0.897503	1.13159	0.943138	1
ZAK	6	5	0.0140723	0.0282632	0.0451377	0.181773	0.539022	0.64226	0.957646	1.19014	1.11391	1
TMOD3	19	6	0.0103034	0.0158081	0.0235079	0.0365393	0.0508337	0.109478	0.461962	0.945063	1.07115	1
C15orf57	2	1	0.272131	0.194403	0.181051	0.352928	0.49935	0.803579	0.810997	1.15547	1.04021	1
UBAP2L	1	1	0.318143	0.548055	0.745881	0.864421	0.895176	0.949066	1.2969	1.34875	1.08325	1
ARHGEF7	7	3	0.0127328	0.0363679	0.0406594	0.0486843	0.068245	0.13979	0.488136	0.971616	1.04486	1
SAFB2	2	2	0.291319	0.306395	0.472445	0.638334	0.605056	0.715295	0.92757	1.16475	1.14539	1
RAVER1	5	4	0.0317438	0.0658723	0.0914181	0.121179	0.173883	0.145427	0.222989	0.823069	1.03159	1
VWA8	3	3	0.0360657	0.0765468	0.109226	0.10376	0.248539	0.551015	0.811682	1.19311	1.06523	1
ARID1A	6	6	0.025138	0.0299823	0.030618	0.0428755	0.0472463	0.0808627	0.37531	1.01786	0.980039	1
LIN54	3	3	0.0755884	0.0507706	0.105814	0.0853401	0.142112	0.189281	0.321506	0.681217	0.89502	1
TPM3	1	1	0.816469	1.00464	0.727719	1.44324	1.21915	0.868147	1.1756	1.39901	1.10187	1
MYADM	2	1	0.0620203	0.08282	0.188113	0.419835	0.215697	0.676363	0.794553	1.09318	1.19003	1
LYSMD1	1	1	0.0541832	0.0823487	0.213871	0.220876	0.335644	0.592051	0.773651	0.976454	0.956034	1
RASSF5	7	5	0.01032	0.0245572	0.0655841	0.161151	0.308616	0.445944	0.693841	1.03645	1.06878	1
DHRS4	5	3	0.0672534	0.115533	0.318957	0.692758	0.982828	1.28522	1.10935	1.2755	1.2834	1
NT5DC2	5	4	0.0304007	0.135043	0.263486	0.786057	1.09485	1.28322	1.28546	1.36674	1.20897	1
TUBA4B	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSFM	2	2	0.0233096	0.0492154	0.109032	0.157712	0.136978	0.165271	0.460482	0.921586	1.12787	1
HAUS3	8	6	0.0132621	0.0205477	0.0349568	0.0453503	0.0661042	0.081642	0.182572	0.876093	0.996729	1
HTT	1	1	0	0	0.135053	0.220791	0.202799	0.132591	0.156702	0.632877	1.20856	1
USP25	9	6	0.017621	0.0318824	0.0473329	0.0549796	0.105554	0.47033	0.733014	0.926672	0.958183	1
KLHDC3	4	3	0.0227527	0.0472068	0.0846399	0.128393	0.516227	0.79102	0.959951	1.1427	1.06382	1
LTA4H	45	16	0.0410841	0.0689337	0.114403	0.256597	0.76465	0.96122	1.10386	1.22059	1.0954	1
SHARPIN	5	5	0.0524451	0.101386	0.135258	0.159331	0.255549	0.413803	0.587332	0.942503	0.932339	1
PI4KB	6	6	0.0409547	0.052145	0.0511134	0.0769622	0.325109	0.655784	0.909536	1.18067	1.13527	1
CEP120	1	1	0	0.400925	0.922831	0	0	0.460898	0	0	30.1161	1
COPG2	26	13	0.0255374	0.0314548	0.0639803	0.0906934	0.26181	0.736013	0.912743	1.1293	1.08083	1
MAGEC2	2	2	0.0341476	0.0713206	0.17932	0.331266	0.582859	0.63411	0.709205	1.02255	1.01713	1
RNF7	1	1	0.454718	0.484964	0.712319	1.19185	1.33812	1.19069	1.12531	1.30048	1.16829	1
FAM207A	5	3	0.00946086	0.040245	0.0644934	0.0968291	0.181458	0.421734	0.62225	1.02205	1.19606	1
TNIP2	1	1	0.0679232	0.0872404	0.15848	0.299889	0.27895	0.401513	0.566178	0.904456	0.982694	1
FBXO18	5	3	0.00961328	0.0670647	0.175157	0.1668	0.381951	0.87351	0.956595	1.10706	1.00208	1
EIF2S1	29	11	0.0251329	0.0396849	0.0850613	0.278012	0.538477	0.881035	1.01018	1.14193	1.09631	1
VPS11	11	9	0.0127837	0.0236479	0.0370389	0.0451707	0.0726476	0.126272	0.494963	0.953211	1.02866	1
PDS5B	3	3	0.0313109	0.0462512	0.066793	0.0739367	0.0900183	0.138792	0.374071	0.93403	1.07758	1
G3BP1	5	3	0.0583605	0.0867615	0.0945927	0.133028	0.191208	0.382791	0.670488	0.93824	1.09893	1
NMI	16	8	0.0537766	0.0637763	0.306944	0.722287	0.835559	1.01815	1.04069	1.13329	1.0462	1
EMD	1	1	0.247455	0.286542	0.516599	0.610852	0.643786	0.888142	0.833964	1.0138	1.08718	1
GGT3P|GGT1|GGT2|GGTLC3|GGTLC2	1	1	0.0741315	0.078518	0.191849	0.411893	0.68692	0.97043	0.96212	1.24882	1.10949	1
UNC5B	2	2	0.042694	0.068477	0.329767	0.209738	0.155205	0.545708	0.816955	1.22772	1.1273	1
PCK2	30	12	0.0535261	0.084322	0.138141	0.208046	0.65033	0.940847	1.038	1.26649	1.17877	1
NUDT16	4	2	1.04972	0.801946	1.05704	1.12229	0.977901	1.07888	1.15349	1.32481	1.23062	1
HPS6	1	1	0.0421316	0.0190867	0.0120635	0.0174927	0	0.00850434	0.0845994	0.539039	0.965639	1
ACADVL	37	18	0.0430394	0.0759105	0.354792	0.731592	1.19782	1.38957	1.33622	1.52105	1.24016	1
SF3A2	6	4	0.120032	0.116886	0.211453	0.175192	0.249443	0.336922	0.469336	0.987808	1.10873	1
SAFB	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EIF4A1	42	8	0.0133342	0.0307278	0.0488083	0.0560419	0.151338	0.441298	0.86112	1.04283	1.04394	1
SPDL1	6	6	0.0152901	0.0341123	0.0623555	0.0631582	0.0809773	0.118123	0.183269	1.03302	1.09107	1
SEC13	1	1	0.0890196	0.0741553	0.10722	0.121838	0.302207	0.340252	0.710403	1.07679	1.02656	1
ANKRD27	1	1	0.0434672	0.0597583	0.108627	0.128475	0.138952	0.172807	0.21633	0.542515	1.00382	1
BIRC6	20	15	0.0334407	0.0728008	0.0705936	0.088243	0.135437	0.600094	0.856856	1.05461	1.03348	1
EEFSEC	4	4	0.01488	0.018501	0.0265409	0.0261435	0.0424291	0.152237	0.641054	0.957267	1.02478	1
LANCL3	1	1	0	0	0.206758	0.410947	0.391442	0.778808	1.08331	0.86903	1.09548	1
SORD	12	7	0.0902038	0.474705	1.03827	1.17449	1.10306	1.11264	1.20065	1.18598	1.15203	1
SH3GLB1	11	7	0.0179166	0.0307197	0.0399521	0.0566719	0.0818288	0.134858	0.534321	1.01092	1.05691	1
CAB39	21	14	0.0140062	0.0331809	0.289331	0.909305	1.04746	1.08391	1.24854	1.24513	1.10311	1
TUBB8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
USP32	1	1	0.0268505	0.0328165	0.0642265	0.062711	0.0940145	0.077785	0.182406	0.629536	1.10356	1
PLRG1	3	3	0.215926	0.229274	0.394253	0.604474	0.622385	1.13535	1.20672	1.00521	0.962307	1
COPZ1	12	3	0.0280833	0.0612675	0.122164	0.219943	0.33045	0.78589	0.852891	1.06776	1.06042	1
RGS10	4	4	0.0498718	0.0846847	0.0525894	0.0617812	0.420844	0.498375	0.903567	1.27812	1.26632	1
NCBP1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MESDC2	4	3	0.129822	0.155076	0.341401	0.612516	0.819844	0.934732	0.960007	1.11335	1.08378	1
PRDX2	28	8	0.0474011	0.0584207	0.269012	0.721874	1.00687	1.13355	1.16586	1.19746	1.14363	1
REPIN1	16	12	0.0549894	0.0925685	0.269258	0.514786	0.521542	0.77964	0.937881	1.20081	1.13056	1
ATXN1L	1	1	0.0242439	0.0363585	0.062912	0.0748996	0.126777	0.305656	0.499444	0.83221	0.924683	1
DEF8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF574	6	4	0.0870243	0.081448	0.098568	0.112524	0.118487	0.150711	0.296105	0.70292	1.00583	1
MCM4	55	27	0.0196415	0.0281719	0.0511722	0.0517988	0.291131	0.92653	0.976991	1.16391	1.1007	1
C17orf75	5	4	0.0670475	0.0932887	0.158223	0.267912	0.528459	0.807913	0.884758	1.11788	1.08763	1
CANX	4	4	0.118573	0.157137	0.245166	0.377908	0.215536	0.420403	0.466231	0.926319	1.11082	1
CTNNBL1	5	4	0.0237501	0.0338971	0.054422	0.0649914	0.0934059	0.116394	0.174606	0.762156	0.997581	1
PHACTR4	11	8	0.401575	0.536887	0.57571	0.69102	0.896999	0.877731	0.934209	1.13702	1.13331	1
RUFY1	16	14	0.0360695	0.03554	0.0667919	0.0841553	0.0945901	0.251189	0.565741	0.982858	1.16932	1
SPEN	2	2	0.208165	0.261331	0.335664	0.472204	0.68088	0.868823	0.932451	1.1239	0.935375	1
DUSP23	2	1	0.066525	0.0827065	0.186513	0.427335	0.81111	0.889547	1.08684	1.28426	1.19816	1
PIK3CB	10	9	0.0234238	0.0386155	0.0646523	0.0678921	0.139532	0.410726	0.903802	1.19328	1.14379	1
PIK3CA	2	2	0	0.0464973	0.153626	0.210824	0.115531	0.534878	0.757263	1.10699	1.0935	1
ARHGAP25	3	3	0.0298627	0.035676	0.0419167	0.0559311	0.0827641	0.119149	0.357849	0.876638	1.01838	1
KIF23	4	4	0.0123407	0.0141199	0.023266	0.0252317	0.0456443	0.169545	0.408455	0.88773	1.02195	1
SNX33|SNX18	1	1	0.00369265	0.0109842	0.0345017	0.0182113	0.000493014	0.0187493	0.228979	0.527717	0.853152	1
AHCYL2	2	2	0.111912	0.234167	0.318636	0.393696	0.548417	0.654384	0.797767	1.1199	1.00506	1
GSPT1	57	20	0.0241538	0.0417214	0.070653	0.279141	0.829278	1.00571	1.14383	1.25923	1.16183	1
CORO7	17	10	0.0158753	0.0207036	0.034227	0.0344544	0.044542	0.0675721	0.150163	0.760184	1.09748	1
SARNP	11	8	0.965653	1.18278	1.14938	1.42961	1.46013	1.28187	1.06724	1.36868	1.23448	1
UBE3B	1	1	0	0	0	0	0	0.0533037	0.535224	0.997946	0.98301	1
N6AMT1	2	1	0.0611217	0.0933033	0.213423	0.475251	0.794848	0.93765	1.0145	1.15145	1.15628	1
ANAPC4	3	2	0.0205925	0.159318	0.0428198	0.152805	0.668736	0.82431	0.879851	1.29019	1.12372	1
ANAPC2	2	2	0.0117059	0.0265334	0.0529143	0.054488	0.143268	0.513569	0.608191	0.870629	0.846687	1
PIR	1	1	0.0429461	0.0869618	0.293459	0.384403	0.490784	0.439796	0.929941	1.08502	1.21604	1
KPNA4	3	2	0.115076	0.133037	0.171401	0.375167	0.706655	0.817164	0.852799	1.05934	1.02778	1
PEX7	1	1	0.097801	0.262498	0.555802	0.672707	0.389274	1.17508	0.553017	0.924756	1.25578	1
CCT6A	67	24	0.0297664	0.165532	0.39443	0.803213	0.985416	1.13837	1.00194	1.18489	1.05992	1
TXLNA	30	14	0.0351889	0.0421284	0.0530428	0.0954641	0.342902	0.762296	1.05557	1.18254	1.08317	1
CCDC94	11	7	0.034975	0.0859651	0.153683	0.256232	0.469729	0.728688	0.893875	1.13112	1.02345	1
IFT27	1	1	0	0.0396557	0.172376	0.396683	0.893101	0.817715	0.943623	1.05332	1.32166	1
RPS27A	79	10	0.441532	0.569854	0.558045	0.69663	0.844948	0.747719	0.841132	1.05016	1.16288	1
GMPR2	19	9	0.69789	0.601529	0.73271	0.982226	0.942394	0.912926	1.01914	1.13634	1.05717	1
DDX5	21	9	0.0250946	0.0350906	0.041068	0.051567	0.0759681	0.355086	0.809687	1.1561	1.06008	1
SMU1	8	5	0.0315678	0.0476336	0.0643456	0.086772	0.216744	0.487374	0.831593	1.30451	1.14038	1
VPS37B	3	3	0.0147045	0.0358096	0.0730515	0.0791316	0.0891555	0.276862	0.821094	1.13813	1.11149	1
IK	4	3	0.0522723	0.0593587	0.063953	0.0884939	0.139347	0.22963	0.431078	1.16556	1.18541	1
CTPS2	18	9	0.069798	0.304983	0.699304	0.866743	0.831352	0.977084	1.00851	1.06824	1.08068	1
POLE3	3	2	0.0418239	0.147226	0.199665	0.154118	0.350936	0.47727	0.72538	1.29988	1.33852	1
ZNF428	5	2	0.257182	0.374778	0.532143	0.582671	0.888434	1.03233	0.878018	1.16528	1.04883	1
FAM21A	1	1	0.193919	0.0900274	0.178877	0.355397	0.38068	0.483584	0.57418	0.963174	0.937741	1
SKAP2	1	1	0.00366239	0.0592347	0.0533627	0.0483563	0.0663422	0.110759	0.566876	1.0037	1.01354	1
RAB11A	12	7	0.0646049	0.221627	0.432791	0.72121	1.00335	1.0877	1.11752	1.27404	1.16712	1
ETF1	31	13	0.0161416	0.0296387	0.0609646	0.0600586	0.264602	0.890934	1.03563	1.08802	1.03407	1
NCK1	6	4	0.0370941	0.0455495	0.0638673	0.0708418	0.117982	0.129827	0.393831	1.05246	1.04251	1
ANXA3	14	8	0.026178	0.0374328	0.0612724	0.0777579	0.475394	1.00491	1.16403	1.23629	1.08986	1
PGAM5	2	2	0.206005	1.38352	2.15163	2.71	1.37178	1.04665	0.927032	1.24664	1.6445	1
LSM14B	1	1	0.024218	0.0355425	0.0258925	0.0325558	0.174407	0.339875	0.76038	1.10808	1.20147	1
CLEC16A	6	5	0.025606	0.0302157	0.098872	0.347367	0.58737	0.709888	0.722355	0.906128	1.02507	1
KDELC2	6	4	0.0586789	0.0814874	0.136494	0.163857	0.277504	0.708513	0.896191	1.00888	1.07164	1
MAP3K4	9	8	0.0252784	0.0432037	0.0654715	0.0824258	0.170772	0.473342	0.68496	1.05949	1.14967	1
HDDC2	18	6	0.0842809	0.244877	0.566361	0.796364	0.838519	1.00059	1.05777	1.1865	1.05013	1
RENBP	9	5	0.0733094	0.139267	0.404413	0.6894	0.681336	0.881779	1.02181	1.03687	1.07712	1
HAUS6	4	4	0.0224949	0.0399262	0.0549688	0.0734688	0.11039	0.16298	0.260813	0.930035	1.01651	1
HSPA6	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRE11A	26	12	0.0306579	0.0979354	0.208938	0.330415	0.435882	0.509769	0.724736	1.04256	1.10295	1
FGF1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLTC	115	47	0.0684059	0.08041	0.0945506	0.116221	0.153977	1.21113	1.09581	1.14957	1.06616	1
HSF1	4	3	0.0139074	0.0103331	0.0246244	0.0395489	0.0388375	0.0660616	0.282822	0.684009	0.916803	1
MKLN1	3	2	0.031204	0.0518325	0.082968	0.125294	0.391285	0.651651	0.78307	1.014	1.0702	1
NT5C3B	7	5	0.0215438	0.0300811	0.0435634	0.053222	0.153382	0.590892	1.01849	1.24601	1.109	1
WBP2	5	4	0.0193248	0.0541549	0.0950194	0.382957	0.907999	0.980594	1.20071	1.21003	1.15013	1
ARL5B	2	1	0.0168915	0.00704592	0.0227538	0.039703	0.0976297	0.21357	0.439366	0.909889	0.988602	1
RALY	1	1	0.0458883	0.0529921	0.0690069	0.094156	0.138111	0.457145	0.653303	1.15513	1.13463	1
TMEM102	3	2	0.0380588	0.0639162	0.0902774	0.121648	0.167109	0.180647	0.335428	0.836805	2.29028	1
WDR5	6	3	0.35276	0.385911	0.49459	0.650764	0.45124	0.539362	0.692224	0.888989	0.962695	1
JMJD6	2	1	0.0135117	0.0200893	0.0305638	0.0375639	0.0806764	0.193522	0.584016	1.06202	1.05358	1
PPP1R18	4	3	0.0267411	0.0465047	0.0770061	0.149302	0.234183	0.54097	0.716222	1.02439	1.12446	1
AKR1C3	3	3	0.0427308	0.151146	0.172862	0.261894	0.377236	0.622267	1.16657	1.34329	1.23413	1
FLOT1	8	6	0.0297411	0.0653561	0.0976753	0.191576	0.289849	0.611389	0.826395	1.21589	1.16358	1
CDK2AP1|CDK2AP2	2	2	0.193376	0.173297	0.219589	0.37887	0.458119	0.475916	0.49146	0.960353	1.12694	1
GOLGA2	5	4	0.148315	0.249514	0.282994	0.383218	0.493505	0.894108	1.9068	2.10639	1.39497	1
GOLGA3	21	16	0.0502686	0.0540014	0.0834	0.110874	0.353679	0.66023	0.785433	1.05677	1.02418	1
SIL1	1	1	0.0764758	0.114745	0.128827	0.162887	0.297642	0.389477	0.603718	0.977847	0.915889	1
RBBP4	13	5	0.0171724	0.144718	0.363297	0.51683	0.878739	0.678879	0.8974	1.23597	1.26412	1
AP4E1	5	4	0.0168116	0.024781	0.0539374	0.05095	0.0778966	0.114343	0.350494	0.789283	0.961465	1
ABHD11	6	3	0.0226801	0.0661721	0.0748203	0.132419	0.254665	0.313371	0.828806	1.31255	1.04292	1
EIF4G3	2	2	0.0453617	0.0663178	0.109562	0.10777	0.14006	0.183687	0.22175	0.642402	0.923099	1
NCOR1	5	5	0.0655365	0.043	0.0727977	0.128331	0.210193	0.31928	0.411036	0.709824	0.894483	1
CEP85	2	2	0.0163435	0.0165391	0.0327237	0.0406366	0.0163369	0.0547708	0.187189	0.530735	0.697734	1
TSEN34	7	3	0.0109156	0.0163095	0.0263256	0.0320697	0.0518188	0.186601	0.498983	0.802215	0.966869	1
PTMA	1	1	0.243585	0.421569	0.51747	0.749936	0.731298	1.25571	0.958264	0.999629	1.10208	1
ARHGAP15	2	2	0.0801711	0.094064	0.0932659	0.12703	0.150145	0.136783	0.276279	0.766211	0.917147	1
CWC22	4	2	0.0126967	0.0184048	0.0259451	0.0373886	0.0516571	0.0703809	0.114863	0.791561	1.13289	1
ADSL	32	11	0.0290249	0.280233	0.801686	0.941507	0.984701	0.96106	1.02911	1.1485	1.10073	1
UTP14A	3	3	0.252094	0.219711	0.437952	0.685588	0.917592	1.53718	1.89287	1.63532	1.26234	1
GCN1L1	73	44	0.0209335	0.0241465	0.0316412	0.0374493	0.0435228	0.0567424	0.0599786	0.247581	0.859441	1
LARP4B	1	1	0	0.00827546	0	0.0273806	0	0.0439261	0.159394	0.400887	0.823556	1
MYO18A	10	8	0.0340796	0.04511	0.0770879	0.0825746	0.107919	0.333966	0.665568	0.923426	0.997817	1
HMHA1	4	4	0.0506804	0.0690926	0.15744	0.241722	0.278744	0.593406	0.746627	1.05779	1.0134	1
CNOT6L	3	2	0.00431468	0.0220284	0.0361297	0.0408753	0.121438	0.417987	0.702261	1.08768	1.07559	1
USP3	4	3	0.0277649	0.0504299	0.0594991	0.0980159	0.131324	0.29808	0.769952	1.07933	1.16348	1
EPN1	8	4	0.040704	0.0558959	0.0944987	0.154798	0.249818	0.48948	0.84981	1.11101	1.04441	1
XAB2	2	2	0.00935985	0.0242734	0.0416701	0.035186	0.0396195	0.0394206	0.0554838	0.171237	1.0079	1
PRCP	7	5	0.112275	0.419905	0.964951	1.28468	1.01023	1.13052	1.16383	1.19399	1.05922	1
RAB6A	1	1	0.0473426	0.164593	0.222006	0.41739	0.803992	0.985169	1.07676	1.03998	1.10636	1
AHSA1	14	7	0.0177084	0.0259236	0.0495877	0.0605212	0.163958	0.656916	1.05374	1.14804	1.07907	1
PCYT2	35	16	0.0437134	0.0754341	0.261981	0.614505	0.991191	0.97393	1.10124	1.28322	1.18322	1
WDTC1	1	1	0.109943	0.23385	0.337165	0.430104	0.429559	0.490666	0.716784	0.945623	1.01173	1
MDH1	69	20	0.0257963	0.0971927	0.767926	1.19507	1.01173	1.09001	1.11618	1.20275	1.08268	1
MDH2	174	21	0.0530682	0.340407	1.20539	1.63833	1.63341	1.54739	1.32475	1.48903	1.28906	1
RBM14	5	4	0.0470832	0.0628246	0.1486	0.18034	0.186592	0.282705	0.370059	0.929053	1.05923	1
FBXL18	8	6	0.0622938	0.0792443	0.115204	0.205859	0.582127	0.839357	0.959703	1.13978	1.11119	1
