gene_name	qssm	qupm	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L
RRP7A	1	1	0	0	0.325945	0.277313	0.343846	0.186131	0.953576	0.298781	0.20647	1
EGLN1	3	2	0.042715	0.0494704	0.0769864	0.140317	0.231537	0.281165	0.512879	0.857155	0.983814	1
NCOA1	2	2	0.0294376	0.00762033	0.0471431	0.109645	0.0906045	0.300702	0.531866	0.834465	0.974725	1
RBCK1	5	5	0.0240123	0.0371385	0.101404	0.131783	0.233213	0.367225	0.705156	0.918778	1.19435	1
RPAP1	5	4	0.00649385	0.0116478	0.0273057	0.0390884	0.162801	0.442613	0.705594	0.81284	0.865912	1
NEDD1	3	3	0.0150375	0.0499359	0.12012	0.285493	0.528112	0.721455	0.904665	0.960456	0.988637	1
RPSAP58|RPSA	5	3	0	0.0245565	0.140057	0.281406	0.56016	1.00877	1.60885	1.4113	1.33689	1
TAOK3	6	4	0.00303953	0.009635	0.0231871	0.0362763	0.098247	0.534014	0.808701	1.01666	1.02962	1
XPNPEP3	6	4	0.0315144	0.0929302	0.502237	1.18983	1.24258	1.10153	1.13135	1.09098	1.3143	1
DDX49	1	1	0.0250481	0.0302231	0.0170827	0.226401	0.805506	1.67801	2.59339	2.02449	1.35679	1
ANXA2	3	2	0	0.025805	0.0160929	0.0325054	0.517388	0.768846	0.917483	1.01717	1.17	1
NELFE	8	5	0.0757881	0.07491	0.0933361	0.0887673	0.146704	0.176352	0.534354	0.869062	0.967537	1
ASPSCR1	6	3	0.020039	0.0285428	0.0456412	0.106695	0.192705	0.387852	0.783126	0.916398	0.994255	1
PUS3	3	2	0	0.0460661	0.0542135	0.0719007	0.366977	0.698242	0.921762	1.04183	0.978776	1
NAMPT	46	15	0.0243093	0.0500895	0.423528	0.820289	0.921565	0.938701	1.03351	1.06705	1.09222	1
HEBP1	3	2	0.0280334	0.0481471	0.0911812	0.35872	0.698528	0.876464	0.923525	1.04307	1.10178	1
SEC14L1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PDLIM5	17	8	0.0331625	0.0612377	0.0813703	0.206238	0.434884	0.636107	0.940542	0.979896	1.05945	1
MAP3K5	2	2	0.0168186	0.0276633	0.0249063	0.00382589	0.0446027	0.110246	0.0792567	0.412869	0.760103	1
KDELC1	2	2	0.0465166	0.0701227	0.0963764	0.141879	0.136756	0.463584	0.792872	1.01593	1.00368	1
COA7	3	3	0.0477201	0.10778	0.286999	0.552452	0.968904	1.00126	0.927146	0.991804	1.02616	1
NAB2	3	3	0.0165164	0.0292159	0.0461749	0.0741244	0.0348917	0.0749118	0.0898954	0.194698	0.675918	1
ABCC4	1	1	0.0200283	0.103687	0.00971253	0.121317	0.219251	0.471161	0.900593	1.13166	1.2041	1
VAT1	19	8	0.0540108	0.0796661	0.155729	0.234187	0.383716	0.602223	0.907658	0.989479	1.04585	1
TGS1	2	2	0.00226374	0.0114222	0.0218645	0.00348624	0.0243862	0.0580605	0.252216	0.536134	0.894515	1
WDFY1	1	1	0.182392	0.179862	0.767888	0.891881	1.09258	1.31757	1.57237	1.73886	1.18005	1
NUDCD1	20	10	0.0125104	0.0181869	0.0385996	0.119515	0.39218	0.658996	0.968495	1.01061	1.02839	1
RNH1	21	10	0.00579535	0.0213977	0.0354875	0.0543333	0.384542	0.611536	0.902947	0.997235	1.04476	1
CHD4	11	7	0.00705697	0.0126881	0.0227191	0.043794	0.0715279	0.0887188	0.369408	0.696319	1.06091	1
SLC9A3R1	17	9	0.276896	0.351959	0.392371	0.644503	0.803891	0.866387	0.937476	0.975542	1.00662	1
PRMT5	23	13	0.026528	0.0451795	0.0507289	0.354844	0.95783	0.948516	1.17183	1.0609	1.08809	1
LIN9	1	1	0.0357235	0	0.0521679	0.067036	0.195189	0.204126	0.429585	0.46323	0.54911	1
TXN	27	7	0.837991	1.12595	0.877991	1.08859	1.16823	1.15046	1.06653	1.09147	1.13742	1
ACBD6	2	2	0.0627	0.110359	0.120573	0.212066	0.133488	0.0999125	0.528192	0.865143	0.950343	1
FAM136A	15	6	0.232003	0.316829	0.462441	0.766231	1.15399	1.02244	1.09542	0.985484	1.07834	1
PITPNA	5	4	0.00591129	0.0185362	0.0450458	0.283795	0.623553	0.772934	0.966524	1.12699	1.10985	1
SUMF2	2	1	0.0188143	0.047153	0.0404709	0.0663369	0.122639	0.538017	0.841242	0.91085	1.08957	1
COLGALT1	1	1	0.201621	0.0531993	0.0936426	0.28627	0.26215	0.523452	1.05594	0.945434	1.46884	1
PRPF40A	4	4	0.00529163	0.0159368	0.014477	0.0210778	0.0174655	0.0339201	0.175895	0.466425	0.890967	1
KRIT1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM45B|FAM45A	3	2	0.0164353	0.00883746	0.0143326	0.0365098	0.0509039	0.344348	0.912088	0.992801	1.01368	1
TNPO1	22	10	0.0101551	0.0245459	0.0528106	0.0936217	0.146122	0.289247	0.610978	0.825091	0.954658	1
DPH5	9	5	0.000451068	0.0229869	0.230029	0.495052	0.790287	0.990133	0.985673	1.05086	1.07337	1
IPO11	18	12	0.0119503	0.0180986	0.0224811	0.196011	0.307301	0.742575	0.986036	1.10182	1.06275	1
RNASEL	4	4	0.0304475	0.0468105	0.0521848	0.0691117	0.104787	0.115314	0.141545	0.253518	0.698604	1
CHERP	4	3	0.00814638	0.017527	0.0260028	0.0446199	0.179893	0.209689	0.400576	0.751425	1.01168	1
POLR2A	23	16	0.0250157	0.0770006	0.0910357	0.166664	0.292967	0.516049	1.2089	0.936097	1.02133	1
C17orf102	1	1	0.334792	0.182248	0.720851	0.992727	0.118078	0.857648	1.04613	0.789152	1.22494	1
INTS3	1	1	0.0255696	0.119701	0.115532	0.0915785	0.191203	0.362468	0.460142	0.800287	0.82648	1
XRN1	1	1	0	0	0	0	0.0109406	0.106764	0.352888	0.53773	0.73662	1
TPM4	7	6	0.794869	0.618382	0.584635	0.7063	1.0525	0.686437	1.03971	0.882979	1.05398	1
BDH2	2	2	0.0268887	0.0253305	0.0598182	0.0892128	0.571169	1.00476	1.09049	1.04211	1.14609	1
HSPA8	83	20	0.016463	0.0276307	0.239571	0.718241	0.631245	0.609454	0.794931	0.86785	0.940386	1
DCAF13	5	3	0.0748308	0.116135	0.196937	0.666204	1.50536	2.46123	3.88365	1.39011	1.396	1
STX1A|STX1B|STX2	1	1	0.06321	0.117693	0.180041	0.203585	0.340676	0.528481	0.998008	1.17763	1.18948	1
TUBGCP3	3	2	0.00858194	0.0105192	0.0761216	0.0466696	0.0498569	0.216515	0.581452	0.652074	0.638621	1
SLC7A6OS	1	1	0.208837	0.169586	0.39051	0.502103	0.720195	0.740893	0.920765	0.978849	0.946213	1
AP2M1	23	9	0.0176723	0.0422857	0.0834527	0.184499	0.497728	0.704888	0.835317	0.936782	1.05865	1
IVNS1ABP	1	1	0	0	0.0278616	0.0520072	0	0.108774	0.534816	0.85009	0.793434	1
GOT2	41	17	0.85933	1.24728	1.077	1.33215	1.29127	1.14896	1.08841	1.02938	1.2287	1
AGO2	4	4	0.0801782	0.161223	0.0945603	0.19228	0.217365	0.292655	0.597538	0.870161	1.11398	1
ACSM3	15	10	0.00236098	0.00678302	0.0215543	0.0475246	0.0734638	0.127131	0.335836	0.693779	1.14229	1
CARD9	4	4	0.0238335	0.0426789	0.0796869	0.129938	0.161726	0.200733	0.375865	0.824997	1.19328	1
FAM78A	2	2	0.0499206	0.0426103	0.111084	0.254984	0.398963	0.589215	0.797025	0.989497	1.09682	1
FAM98B	8	4	0.0151954	0.0339716	0.0347264	0.0796818	0.125301	0.407237	0.947144	1.0035	0.994092	1
STAG2	9	8	0.00490656	0.0229028	0.0519777	0.152989	0.546241	0.787693	1.09433	0.923526	0.943906	1
NA|CTSD	6	2	0.0364582	0.0895846	0.528572	0.860536	0.918688	0.960647	1.01586	0.998691	1.14412	1
EHBP1L1	6	5	0.0274367	0.0677795	0.0903923	0.163738	0.23692	0.264788	0.388708	0.850588	1.16504	1
DDX41	3	2	0.0363194	0.0404273	0.05393	0.0643816	0.11968	0.177447	0.291338	0.441329	0.837205	1
RAB24	4	3	0.0112965	0.0388993	0.106796	0.184448	0.387358	0.554488	0.853404	0.908746	0.96295	1
UBQLN1	6	3	0.186065	0.283316	0.31843	0.539919	0.673935	0.701986	0.874155	0.999628	0.976103	1
POLR3E	3	2	0	0	0.0191801	0.0405475	0.0331641	0.119412	0.362733	0.774093	0.991071	1
COMMD6	1	1	0	0	0.0294088	0.107382	0.121206	0.299084	0.591909	0.911464	0.859534	1
METTL17	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PBDC1	6	5	0.0154746	0.0261404	0.0352307	0.0441922	0.20862	0.512181	0.839328	0.963953	1.08527	1
NR3C1	6	5	0.00574515	0.0352138	0.0421452	0.0740626	0.108021	0.140973	0.270741	0.498378	0.795975	1
BCAT1	14	3	0.120638	0.49312	0.568339	0.755744	0.88153	0.882202	0.967392	0.978104	0.978948	1
PRKCZ|PRKCI	1	1	0.0184122	0.0692375	0.0507259	0.0896245	0.240545	0.47929	0.755973	0.80381	1.02456	1
SP6	1	1	0.0538084	0.230539	0.165345	0.376163	0.441802	0.520754	0.722119	0.885426	1.04929	1
KRT8	40	16	0.00900812	0.0129934	0.0174532	0.0259322	0.0512937	0.199176	0.619133	0.871809	0.995681	1
KRT18	19	12	0.0133979	0.0209081	0.0394345	0.0512205	0.0863822	0.253836	0.645962	0.918266	1.01691	1
ESRRB	1	1	0.00756154	0	0	0.0354903	0.0104647	0.0576194	0.382598	0.779421	0.958965	1
RIPK1	8	5	0.0118056	0.0340685	0.0423428	0.0664641	0.06747	0.0966391	0.375897	0.773378	0.990339	1
RAB3D	2	2	0.0950983	0.311679	0.55198	0.825335	1.08089	0.95415	0.93649	1.11548	1.08211	1
NANP	1	1	0	0.0356937	0.0303047	0.0552007	0.161898	0.65378	0.775236	1.05633	1.08345	1
NFKBIE	3	3	0.0944673	0.174184	0.121694	0.205705	0.2239	0.460981	0.835732	0.986743	1.02042	1
AAGAB	1	1	0.0641295	0.0653564	0.070816	0.258185	0.29637	0.259093	0.526676	0.949239	1.06123	1
BYSL	3	3	0.122311	0.16861	0.188096	0.178339	0.238225	0.20053	0.897909	1.74092	1.457	1
CD47	1	1	0.0715394	0.114295	0.110851	0.135426	0.465394	0.777315	1.3211	1.3921	1.68431	1
C11orf73	3	2	0.0431374	0.0587556	0.058576	0.167207	0.73922	1.01145	1.11261	1.127	1.14949	1
MOB2	8	4	0.0111843	0.028757	0.0307941	0.0347187	0.0420693	0.0826165	0.5659	1.01588	1.07465	1
PYROXD1	1	1	0	0	0	0.0109419	0.0382412	0.274214	0.460836	0.593464	0.924288	1
PTBP1	12	5	0.0160472	0.0271815	0.0394764	0.0654174	0.145338	0.375121	0.730766	0.840696	0.932491	1
WDR77	4	1	0.00612852	0.0266534	0.0330113	0.256093	0.678581	0.715971	0.935381	0.988419	1.04684	1
TCF25	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAP2K2	6	3	0.00453477	0.00768728	0.0278741	0.0739809	0.252501	0.614917	0.953518	1.0622	1.017	1
FAAP100	2	2	0.00146131	0.00747789	0.419199	0.906584	0.783448	0.8422	0.793903	1.05618	1.53181	1
TXNDC17	4	2	0.07281	0.0678921	0.131673	0.229165	0.428057	0.657396	0.886788	1.06218	1.13673	1
ARF5	1	1	0.0654158	0.099944	0.267493	0.669894	0.909463	1.01127	0.9269	0.804371	0.910486	1
VPS53	3	3	0.0145068	0.021271	0.0308733	0.0486454	0.0806256	0.1446	0.652676	1.04209	1.08289	1
CHD8	3	3	0.0123741	0.0339232	0.0912939	0.166134	0.13853	0.191542	0.300454	0.438189	0.880322	1
TP53RK	7	5	0.0173727	0.0595957	0.340377	0.658072	0.861214	0.905171	1.10538	0.996163	1.06489	1
TBCD	15	8	0.03907	0.0792197	0.072225	0.0748302	0.123932	0.492432	0.818955	0.893994	0.963095	1
NSUN5	3	3	0.0399609	0.0741792	0.357844	0.306919	0.245501	0.32377	0.502907	0.701387	0.825798	1
PPP2R5B	3	3	0	0	0.0189765	0.0685904	0.103117	0.255195	0.490285	0.745738	0.914	1
NFASC	1	1	0.0240443	0.032518	0.107762	0.26492	0.955379	1.09054	0.797352	0.964141	0.965612	1
VTI1A	3	3	0.0678532	0.123307	0.13592	0.227858	0.280018	0.430998	0.644317	0.894678	0.829965	1
LDHA	99	18	0.185925	0.401388	0.51339	0.741291	0.789195	0.820861	0.908961	0.918769	0.988658	1
NDRG2	5	3	0.0297366	0.0115269	0.0799747	0.296416	0.855728	0.993717	1.07918	1.01974	1.08109	1
EPRS	43	26	0.0236497	0.0461504	0.0374381	0.0525209	0.0629795	0.0716875	0.171728	0.553576	0.978203	1
ARFGAP1	1	1	0.00938207	0	0.0174398	0	0.0218222	0.136155	0.642944	0.995579	0.902924	1
SIRT6	2	2	0.00513723	0.0266641	0.0527687	0.335342	0.55421	0.714452	0.95022	1.12159	1.01435	1
RASSF5	4	3	0.0187535	0.0158739	0.0396045	0.119311	0.312272	0.400238	0.683543	0.893232	1.04076	1
KIAA0513	1	1	0	0	0	0.0676848	0.19615	0.160858	0.701557	0.700549	1.08982	1
WDR73	3	2	0.0369546	0.0627975	0.21203	0.468501	0.634514	0.713836	0.799358	0.939104	1.05032	1
GAB2	4	2	0.00421673	0.0109303	0.0264117	0.0223609	0.075473	0.121149	0.223644	0.499373	0.859394	1
RAB3IL1	6	3	0.00328548	0.00674761	0.00800861	0.034504	0.32087	0.545312	0.895995	0.998521	1.01496	1
GEMIN6	1	1	0.0125357	0.0634349	0.212275	0.490637	0.724724	0.609956	0.817413	0.93386	0.800893	1
SAE1	26	12	0.00750291	0.0149338	0.0299345	0.0659648	0.322928	0.737845	0.984897	1.07196	1.08537	1
NR0B1	3	1	0	0	0.173841	0.255799	0.284408	0.243838	1.14082	0.652654	23.1614	1
ZFYVE20	1	1	0	0.0123781	0.0380944	0.03827	0.0649653	0.163123	0.525241	0.881321	0.85797	1
ISCU	9	7	0.501712	0.564199	0.554751	0.780036	0.845441	0.991812	1.09844	1.0463	1.17742	1
MESDC1	2	1	0.0415462	0.0221174	0.0805081	0.274294	0.61654	0.888427	0.720325	0.921365	0.969693	1
KBTBD8	1	1	0	0.0394629	0.0234979	0.0183097	0.166221	0.405815	0.822529	0.894848	1.09597	1
SCYL3	1	1	0	0.0408325	0.0780245	0.0697346	0.153163	0.505774	0.64749	0.897407	0.826477	1
MAD1L1	14	11	0.0227661	0.0314564	0.033772	0.0424966	0.0616704	0.0768903	0.209504	0.731491	0.926596	1
ECD	2	2	0.001713	0.0189516	0.0191733	0.0247657	0.0438036	0.11083	0.433185	0.764819	1.01277	1
DHX35	1	1	0	0	0	0.111872	0	0.028201	0.319924	0.700635	0.589446	1
CSRP1	13	7	0.794926	0.702832	0.610042	0.733778	0.783834	0.828078	0.980871	1.04141	1.08565	1
DUS2	3	3	0.0348798	0.0885387	0.0838427	0.139786	0.336414	0.561932	0.849295	0.93462	1.02779	1
SNRPG	20	4	0.3238	0.352688	0.357798	0.569521	0.717541	0.799932	0.844382	0.844269	0.938618	1
SNRPE	6	2	0.17025	0.21834	0.251377	0.507381	0.581879	0.693331	0.710233	0.727555	0.910488	1
RNF214	5	4	0.0172566	0.025774	0.044276	0.0535792	0.0739658	0.13676	0.430245	0.742144	0.962609	1
MBNL1	5	3	0.0394065	0.0471733	0.104152	0.272717	0.490036	0.67575	0.826578	0.971559	1.07875	1
EIF2B3	14	7	0.00333834	0.017657	0.0229772	0.07677	0.185105	0.384941	0.622886	0.803578	0.964823	1
SF3A1	10	8	0.0136531	0.0676207	0.0611219	0.0866674	0.127267	0.169981	0.407042	0.943052	1.03251	1
TJP1	7	5	0.00448431	0.0139478	0.0335719	0.0500305	0.0984695	0.235822	0.831993	0.902697	1.05569	1
SUMO3	2	1	0.130997	0.222467	0.25587	0.426466	0.471249	0.397139	0.480859	0.752881	0.964641	1
TCF12	3	3	0.0135398	0.0410168	0.0461285	0.0737842	0.135243	0.25118	0.581518	0.814888	0.813817	1
DDX46	26	17	0.0236067	0.0219314	0.0344066	0.0460199	0.0638901	0.0885454	0.913958	0.806792	1.02079	1
AMDHD2	3	3	0.0191659	0.0957597	0.234466	0.482323	0.622313	0.683476	0.849749	0.965991	0.939212	1
ACOT9	4	2	0.00665886	0.0202781	0.0591497	0.0388196	0.471277	1.21675	1.13298	1.09239	1.22449	1
CROCC	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HDDC3	4	3	0.0786764	0.231337	0.476541	0.682088	0.774191	0.740575	0.879143	1.00418	0.960278	1
GTF2H1	2	2	0	0.0174181	0.0546402	0.0773799	0.204868	0.224989	0.465728	0.845526	0.952814	1
SERGEF	5	4	0.0559649	0.0764437	0.0845549	0.180653	0.356071	0.536151	0.737349	0.917613	1.04886	1
GALK2	13	6	0.0260487	0.0374352	0.305412	0.82297	0.991292	1.04847	1.10839	1.03312	1.02979	1
RAB23	2	2	0.0193899	0.0463246	0.108886	0.304681	0.621978	0.809186	0.862272	0.976824	0.972162	1
ZNF93	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCK2	2	2	0	0	0.0139699	0	0.0338437	0.0575374	0.421483	0.837795	1.00846	1
CHMP2A	4	3	0.0023663	0.0133984	0.0457422	0.325427	0.578767	0.666034	1.06193	1.08518	0.973528	1
TCN1	1	1	0.253884	0.352475	0.394546	0.705672	0.5414	0.629326	1.0591	0.979958	1.18212	1
DNAJC6	5	3	0.0380353	0.0680014	0.102861	0.164348	0.31021	0.531524	0.600117	0.721364	0.789946	1
DENND4B	3	3	0.0223311	0.0492348	0.175174	0.096432	0.185215	0.484884	0.882101	0.920993	0.960794	1
SYTL2	1	1	0	0.00974174	0.0257159	0.0466243	0.0457996	0.453899	0.9459	1.03498	0.96888	1
MSN	93	28	0.00528067	0.0103702	0.0160296	0.0242002	0.141258	0.760323	0.975739	1.03527	1.04566	1
IRAK4	4	3	0.0083972	0.0109979	0.0163369	0.0127412	0.0159205	0.0469762	0.349782	0.797025	1.0165	1
UCKL1	3	3	0.0262776	0.0598843	0.107018	0.158217	0.221318	0.337554	0.610568	0.778908	0.903712	1
PFDN4	5	2	0.192711	0.42274	0.567508	0.767285	0.950072	0.935491	1.07803	1.05349	1.0321	1
MAP4	58	28	0.325458	0.263078	0.246266	0.422821	0.565613	0.751178	0.998424	0.985892	0.998441	1
RPUSD2	8	6	0.0206378	0.0212441	0.066629	0.313301	0.634048	0.759199	1.01489	1.01947	1.05849	1
EIF2AK4	6	5	0.00627519	0.0261716	0.0210516	0.0494035	0.0682663	0.0890596	0.457375	0.831961	0.971128	1
RCOR3	5	5	0.0111879	0.0158127	0.0202668	0.0568387	0.115708	0.224514	0.599402	0.680166	0.936678	1
HOOK3	6	5	0.0720146	0.0652532	0.171599	0.154135	0.329635	0.364791	0.54743	0.768054	0.870795	1
VPS35	31	13	0.0123833	0.023344	0.0257219	0.0539502	0.443762	0.78238	0.986427	1.03585	1.0642	1
PMS2	4	4	0.00822478	0.0217701	0.0660352	0.0797151	0.0933305	0.133797	0.132489	0.408621	0.806134	1
SHARPIN	1	1	0	0	0	0.152347	0.124795	0.114081	0.488402	0.66351	0.862662	1
DUT	1	1	0.0608713	0.06172	0.0765514	0.25612	0.407985	0.737535	1.01647	1.192	1.02616	1
L1RE1	2	1	0.0489072	0.0225964	0.203457	0.280419	0.578499	0.717118	1.04296	0.889488	0.960248	1
UBLCP1	12	5	0.0084339	0.0119218	0.0205675	0.0398755	0.0722297	0.352021	0.884691	1.02107	1.14069	1
AKR1B1	4	2	0.0189847	0.0534769	0.0980075	0.516143	0.754017	0.814601	0.889217	1.06364	1.01114	1
SIRT1	3	3	0.00766963	0.000724812	0.0385069	0.0686981	0.198254	0.570283	1.00327	1.1206	1.20644	1
TGFBRAP1	4	3	0.0309896	0.0696331	0.0954971	0.117785	0.110763	0.170141	0.530141	0.956916	0.954932	1
PUF60	20	11	0.00845333	0.0158726	0.0222072	0.0476016	0.105851	0.348799	0.623031	0.816219	1.08952	1
CD2AP	18	11	0.00602911	0.0098683	0.0342936	0.0707771	0.400394	0.628481	0.93669	1.00044	0.978131	1
UCHL5	8	7	0.0169515	0.0239319	0.0353812	0.0654207	0.0867357	0.143092	0.661368	0.894554	1.02312	1
ATP6V1D	13	6	0.25425	0.47144	0.651655	0.963464	0.972804	0.878109	1.0752	1.06228	1.06986	1
HSPB11	2	1	0	0.0194961	0.024585	0.148648	0.505168	0.76318	1.04548	1.14994	1.26226	1
DCPS	18	7	0.0715354	0.257273	0.548634	0.888032	0.915942	0.957434	0.983608	1.05661	1.0824	1
LRRC14	3	2	0	0	0	0.095594	0.171536	0.301762	0.619869	0.622556	0.541248	1
RAB3GAP1	13	10	0.0133229	0.0282788	0.0435633	0.0688662	0.125525	0.196917	0.460362	0.891421	1.01127	1
SETDB1	3	3	0.0102123	0.0203023	0.0308099	0.0244416	0.0402048	0.0510659	0.279332	0.666535	0.902854	1
KARS	19	8	0.00474667	0.00852578	0.0240879	0.0805459	0.287469	0.447533	0.489665	0.861412	1.08089	1
CHUK	4	4	0.00377669	0.0154209	0.0327269	0.0341591	0.0768075	0.0898389	0.219259	0.642652	0.967865	1
FYB	5	4	0.0162562	0.0291114	0.0300405	0.048347	0.0592374	0.139901	0.653168	0.878829	0.968579	1
LSM1	5	4	0.73451	0.942906	0.89389	1.10441	1.15043	1.17726	1.15966	1.13881	1.16552	1
KDM1A	5	5	0.00252064	0.0112777	0.0105955	0.0239573	0.0439592	0.0537788	0.295639	0.730457	0.694774	1
PFKFB3	4	3	0.0273143	0.0346079	0.070686	0.118242	0.328067	0.657157	0.924805	0.993607	1.00541	1
NMT2	3	3	0.00542286	0.0184026	0.0374012	0.0592386	0.0919051	0.223831	0.647253	0.81571	1.06211	1
CNPY3	5	3	1.81688	1.69976	1.23418	1.41535	1.35175	1.25592	1.15894	1.05192	1.04529	1
TLN1	141	64	0.00903744	0.0142121	0.025868	0.0435054	0.077667	0.244473	0.865377	0.955692	1.00382	1
KIF3A	5	3	0.00305145	0.00722988	0.0956984	0.0342219	0.0858369	0.244949	0.605196	0.809177	0.845986	1
YPEL5	1	1	0	0	0	0	0.073062	0.256345	0.917126	0.979675	1.06996	1
PRMT9	4	4	0.0215598	0.032009	0.0401716	0.0574584	0.208141	0.523362	0.810008	0.966582	1.04046	1
SMYD4	1	1	0.0525665	0.0677728	0.133333	0.163275	0.176841	0.198312	0.303147	0.426142	0.733678	1
CHCHD10	4	2	0.477109	0.568938	0.679137	0.943323	1.19268	1.00718	1.17119	0.911711	0.996449	1
AGO3	1	1	0.0627234	0.31684	0.08008	0.315393	0.439756	0.389809	0.761016	0.936681	0.912506	1
ABI1	1	1	0.00616725	0.0181776	0.0326943	0.0569811	0.163302	0.400035	0.885465	0.981819	0.943167	1
PTPN12	10	8	0.0146335	0.0234294	0.017988	0.0397653	0.0621522	0.157905	0.634436	0.934552	0.954169	1
CCDC28A	1	1	0	0.225106	0.272495	0.393385	0.460603	0.43224	0.744727	1.10683	1.00835	1
ROCK1	17	13	0.0149667	0.0268876	0.0331057	0.0565145	0.0833713	0.260548	0.855686	0.926612	0.944002	1
GMPR	9	5	0.99851	0.894053	0.661078	0.970409	0.883791	0.912383	1.09428	1.00988	1.1155	1
SERPINF1	1	1	0.0320783	0.0209554	0.33805	0.726267	0.652123	0.511012	1.03902	1.07667	1.30579	1
DLST	8	5	1.67454	1.92979	1.67561	2.35919	2.06454	1.03288	1.11556	0.980949	1.27945	1
DPP3	32	15	0.00719913	0.00953582	0.0253149	0.0496236	0.252066	0.625074	0.929292	1.0199	1.03235	1
KATNB1	5	4	0.0396148	0.0241877	0.0960445	0.139665	0.155619	0.337423	0.76402	0.878678	1.06364	1
INTS9	9	7	0.133974	0.124498	0.0965923	0.30986	0.899527	0.734998	0.705548	0.808812	0.939973	1
OXNAD1	10	7	0.0168435	0.0228824	0.0403546	0.237253	0.664698	0.946224	1.11355	1.05514	1.19535	1
ZNF598	3	2	0.0635134	0.0773306	0.104055	0.132143	0.177519	0.554765	0.769674	0.928277	1.01574	1
PREPL	12	8	0.00699255	0.0237009	0.0501875	0.0946898	0.377142	0.598271	0.790754	0.854163	0.980755	1
HSD17B4	6	5	0.00833415	0.0324733	0.101557	0.233524	0.5936	0.680568	0.851332	0.844284	0.99218	1
NCOA3	1	1	0.016278	0.0232257	0.0604378	0.126291	0.17059	0.118209	0.518133	0.782477	0.948937	1
KLHL22	2	1	0.131802	0.0390955	0.0357259	0.0539405	0.332449	0.435854	0.644702	0.882546	1.12749	1
BID	8	4	0.0755888	0.105735	0.210672	0.353763	0.475333	0.626293	0.721861	0.760994	1.31429	1
CD55	1	1	0	0	0.0938499	0.0831805	0.0981342	0.48253	0.576168	1.17839	1.36389	1
RPS3	15	8	0.0463975	0.0347468	0.108146	0.222327	0.467391	0.434624	1.39167	1.20716	1.27436	1
GTF3C4	3	2	0.0542238	0.0913337	0.100243	0.131687	0.315376	0.796088	0.946635	0.870924	0.989746	1
ACAT1	30	13	0.022519	0.0414216	0.198743	0.846582	1.07324	0.987477	1.05005	0.988357	1.2089	1
EPPK1	20	18	0.00490621	0.0134823	0.0200225	0.0315606	0.0389826	0.0467481	0.0666846	0.0958745	0.43577	1
EMC8	1	1	0	0.00585197	0.00963812	0.0819125	0.187325	0.0917155	0.122417	0.344514	0.756365	1
MTHFD1	3	1	0.0301075	0.00785436	0.0738591	0.568996	0.778245	1.29321	1.18077	0.942862	1.16923	1
SYAP1	17	10	0.0129304	0.0235904	0.0520587	0.135534	0.425842	0.675825	0.949217	1.02038	1.07298	1
ATPAF1	10	5	0.00265267	0.0153964	0.017375	0.14304	0.533582	0.711747	0.793802	0.802331	1.08725	1
NAA11	1	1	0	0	0.0508451	0.0588781	0.277687	0.767598	1.0804	1.16685	1.2259	1
LRPAP1	7	5	0.691107	0.608705	0.592812	0.783796	0.876585	0.79776	0.862456	0.969981	1.07525	1
PBK	8	5	0.0199805	0.0527555	0.0724385	0.0927482	0.154427	0.174571	0.442496	0.830454	1.01061	1
USP22	2	2	0.0236496	0.0340891	0.0324435	0.0330354	0.0620133	0.160868	0.516468	0.741868	0.98188	1
CLPB	1	1	0	0	0.0584823	0.238908	0.698536	0.733997	0.870543	0.712117	0.863631	1
RNF220	2	2	0.0158674	0.0606235	0	0.15861	0.362057	0.543385	0.946828	0.869176	0.989201	1
BLVRA	16	8	0.011515	0.0251636	0.0432841	0.103895	0.45188	0.687431	0.968959	0.929065	1.02778	1
KTN1	6	5	0.0334194	0.0394425	0.113381	0.284777	0.378752	0.495733	0.733468	1.11776	1.02084	1
DDX42	18	13	0.0208251	0.026621	0.0323158	0.056547	0.0754099	0.112191	0.512889	0.927056	1.01404	1
CSTF1	10	6	0.0352477	0.0689784	0.220751	0.348003	0.685806	0.995172	0.943481	0.949913	0.960569	1
DHX38	8	7	0.0188418	0.0594454	0.0599023	0.0760504	0.218527	0.412274	0.782873	0.87471	0.951106	1
NUP205	13	12	0.0233486	0.033337	0.0427938	0.0587903	0.101381	0.216389	0.66797	0.887767	0.982938	1
ANKS1A	2	2	0	0	0.0250967	0.0890929	0.0866232	0.0883207	0.249166	0.416266	0.777303	1
TTC7B	1	1	0	0	0.211654	0.35092	1.21034	0.889395	0.0924623	0.962396	0.963752	1
FMNL1	6	4	0.0293109	0.0633197	0.086757	0.126249	0.100936	0.115424	0.113041	0.195429	0.8544	1
TRADD	1	1	0	0	0.0120625	0.0343627	0.0824962	0.140665	0.248549	0.742299	0.883569	1
